0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,14,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,16,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,16,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,11,16,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,15,16,12,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,9,2,2,1,10,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
12,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,13,15
