-1,-1,-1,-1,4,5,5,5,5,5,7,-1,-1,-1,-1
-1,0,2,1,16,5,5,5,5,5,17,1,2,3,-1
-1,8,5,5,5,5,5,5,5,5,5,5,5,7,-1
-1,4,5,5,5,5,5,5,5,5,5,5,5,11,-1
2,16,5,5,5,5,5,5,5,5,5,5,5,17,1
5,5,5,5,5,19,13,13,14,18,5,5,5,5,5
5,5,5,5,5,11,-1,-1,-1,8,5,5,5,5,5
5,5,5,5,5,11,-1,-1,-1,8,5,5,5,5,5
5,5,5,5,5,11,-1,-1,-1,4,5,5,5,5,5
5,5,5,5,5,17,1,2,1,16,5,5,5,5,5
14,18,5,5,5,5,5,5,5,5,5,5,5,19,13
-1,4,5,5,5,5,5,5,5,5,5,5,5,7,-1
-1,4,5,5,5,5,5,5,5,5,5,5,5,11,-1
-1,12,13,13,18,5,5,5,5,5,19,13,13,15,-1
-1,-1,-1,-1,4,5,5,5,5,5,11,-1,-1,-1,-1
