14,15,12,2,-1,-1,-1,-1,-1,-1,-1,1,23,14,14
14,12,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,23,14
18,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,23
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
24,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,29
15,24,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,29,15
14,15,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,15,15
