0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,5,6,-1,-1,-1,5,6,-1,-1,-1,-1
-1,-1,-1,-1,7,8,-1,-1,-1,7,4,-1,-1,-1,-1
-1,-1,-1,-1,7,8,-1,-1,-1,7,8,-1,-1,-1,-1
-1,-1,-1,-1,11,8,-1,-1,-1,11,8,-1,-1,-1,-1
-1,-1,-1,-1,11,12,13,14,14,15,8,-1,-1,-1,-1
-1,-1,-1,-1,9,1,1,1,1,1,10,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
12,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,15
